																																				
#Gene_Name	Gene_Length	%GC_ref	102-11C_S3_L001_length	126-11c_S9_L001_length	1ES86798_S2_L001_length	1EV02973_S11_L001_length	1EV02981_S8_L001_length	2KK58589_S7_L001_length	2KR049010_S2_L001_length	512022_S1_L001_length	BL37577_S10_L001_length	BL37590_S4_L001_length	C00413_S5_L001_length	C00434_S6_L001_length	CC50362-2_S1_L001_length	CC50362-3_S4_L001_length	IMIN44_S12_L001_length	Undetermined_S0_L001_length	ZL10_S3_L001_length	102-11C_S3_L001_identity	126-11c_S9_L001_identity	1ES86798_S2_L001_identity	1EV02973_S11_L001_identity	1EV02981_S8_L001_identity	2KK58589_S7_L001_identity	2KR049010_S2_L001_identity	512022_S1_L001_identity	BL37577_S10_L001_identity	BL37590_S4_L001_identity	C00413_S5_L001_identity	C00434_S6_L001_identity	CC50362-2_S1_L001_identity	CC50362-3_S4_L001_identity	IMIN44_S12_L001_identity	Undetermined_S0_L001_identity	ZL10_S3_L001_identity
HtGene2800	2700	31.4	2700	2700	0	0	161	157	2405	557	0	731	1047	2700	386	688	23	2458	0	48.2	48.2	88.3	0	82.7	91.1	50.7	71.7	87.7	68.7	60.2	48.0	72.5	71.3	88.7	48.8	0
HtGene2805	876	26.6	875	863	0	0	0	0	689	0	0	162	342	868	146	131	0	588	0	99.9	100.0	0	0	100.0	0	93.9	100.0	0	96.1	100.0	98.9	99.4	100.0	100.0	98.9	0
HtGene2808	5157	32.7	5157	5157	371	0	551	153	1553	481	196	603	2000	5123	593	609	0	4512	0	48.8	48.8	78.8	0	83.7	92.2	74.1	78.3	88.5	80.0	62.9	48.5	78.6	79.8	0	49.3	91.6
HtGene2815	2670	31.1	2670	2670	478	0	492	0	1420	0	0	664	1304	2667	804	786	0	2449	0	49.5	49.3	77.1	0	82.6	82.3	61.3	89.7	72.9	73.0	62.8	49.1	71.9	71.4	0	49.6	0
HtGene2816	3828	31.6	3828	3827	506	0	220	0	2573	418	0	886	379	3828	1021	1040	0	2989	0	100.0	100.0	99.4	0	100.0	0	95.9	85.9	100.0	95.6	98.9	98.8	95.4	93.6	0	99.8	0
HtGene2820	2547	36.4	2547	2547	1433	0	1174	173	2539	2115	0	1537	1315	2547	1534	1531	285	2150	0	100.0	100.0	98.0	100.0	96.0	100.0	94.0	87.4	100.0	93.7	99.0	99.0	91.7	90.9	89.5	99.1	0
HtGene2831	1518	30.8	1518	1518	220	0	208	0	1494	0	0	590	319	1518	574	623	0	1174	0	100.0	99.9	100.0	0	96.5	0	94.6	97.5	100.0	96.3	99.2	99.1	98.7	97.6	0	99.2	98.5
HtGene2833	1977	34.7	1977	1977	1469	555	1647	716	1977	1760	513	1716	1500	1977	1808	1645	122	1732	0	99.9	100.0	96.3	98.5	95.7	98.2	93.9	89.2	98.3	93.0	99.4	99.3	90.1	91.9	88.6	99.3	0
HtGene2835	3942	34.7	3942	3942	1008	0	1048	255	3521	1481	356	1362	2281	3942	1260	1296	0	3465	0	49.0	49.0	76.7	0	74.3	92.1	51.9	68.8	80.2	73.9	59.7	48.9	73.6	69.0	0	49.7	0
HtGene2842	1167	32.0	1167	1167	351	192	263	0	1143	28	0	374	540	1167	767	800	0	949	0	51.2	51.2	78.5	82.3	76.7	0	51.3	73.4	75.7	71.6	56.3	51.5	53.7	53.2	94.9	52.1	0
HtGene2844	543	31.5	543	543	0	0	0	0	281	0	0	0	0	543	0	0	0	351	0	51.2	51.2	0	0	0	0	51.6	0	0	0	60.7	50.5	0	0	0	51.6	0
HtGene2845	3018	27.2	3013	2756	0	0	0	0	1667	0	0	0	543	2848	0	171	0	2449	0	50.5	51.0	0	0	0	0	52.9	0	88.1	89.2	65.4	49.9	82.0	79.2	100.0	51.6	0
HtGene2846	2334	25.9	2334	2334	0	0	0	0	1693	0	0	0	637	2334	0	0	0	1931	0	53.7	53.7	0	0	0	87.5	63.0	0	0	0	68.4	54.1	0	87.4	0	54.9	0
HtGene2867	1860	21.1	1742	1593	0	0	0	0	1060	40	0	0	403	1583	284	301	0	706	0	54.5	54.0	0	0	0	0	63.9	32.7	0	83.5	81.5	56.1	84.1	71.2	32.7	57.3	0
HtGene2872	3516	28.1	3514	3512	1178	0	809	402	3176	200	301	1651	827	3466	2058	2165	0	2956	0	100.0	100.0	97.1	0	96.0	100.0	94.7	89.3	99.6	94.6	98.9	99.0	93.2	92.5	0	99.6	0
HtGene2877	5949	29.9	5947	5940	672	284	845	0	3847	991	213	1063	1209	5949	1450	1459	278	4433	0	100.0	99.8	97.6	100.0	96.9	100.0	95.3	89.8	99.8	96.6	99.2	98.8	95.1	95.5	99.3	99.8	100.0
HtGene2878	864	23.8	864	864	0	0	0	0	860	0	0	0	0	864	0	159	0	352	0	50.8	50.9	0	0	0	0	52.3	0	0	76.1	76.6	52.1	0	86.2	0	50.8	0
HtGene2896	1551	33.5	1551	1551	373	0	819	300	1551	1074	82	1038	95	1551	820	829	0	1314	0	100.0	100.0	96.4	0	95.3	100.0	93.6	86.3	100.0	95.9	99.3	99.1	93.3	93.3	0	100.0	0
HtGene2901	2010	25.2	2010	1873	0	0	0	0	615	0	0	0	289	1837	0	0	0	1318	0	48.1	48.7	0	0	0	0	73.8	0	0	0	71.4	48.1	0	79.9	0	49.8	0
HtGene2903	3693	26.8	3691	3569	198	232	300	0	1897	453	0	424	529	3613	947	1090	371	2985	0	49.5	49.4	78.8	81.4	83.8	87.1	60.0	77.5	0	75.2	60.0	48.6	67.5	64.5	80.3	49.7	0
HtGene2906	4131	26.6	4131	4064	402	0	341	0	3813	710	461	918	880	4131	1349	1513	33	3056	0	100.0	100.0	99.4	0	94.5	99.4	95.5	88.9	100.0	97.7	98.9	99.2	96.7	97.4	97.8	98.6	0
HtGene2912	1254	26.6	1254	1239	0	0	0	0	1117	103	0	0	142	1239	0	0	218	947	0	50.9	50.7	0	0	0	0	52.8	82.9	0	84.6	89.3	50.4	85.8	74.4	84.9	52.7	0
HtGene2914	1068	36.1	1068	1068	657	0	484	158	1068	1002	606	723	278	1068	766	782	0	971	0	100.0	100.0	99.0	100.0	98.4	100.0	94.9	87.7	99.2	97.4	99.6	99.3	91.9	91.7	86.9	98.6	0
HtGene2918	3360	25.2	3360	3360	146	0	354	0	1925	0	0	438	981	3360	400	441	0	2511	0	51.1	51.1	79.2	0	73.3	79.2	64.1	0	0	68.8	67.4	51.3	73.8	75.8	0	52.2	0
HtGene2921	921	31.8	901	921	688	159	709	227	899	778	230	709	121	899	709	709	138	809	100	100.0	100.0	96.8	100.0	94.1	97.7	95.6	90.7	98.2	94.8	99.2	99.3	93.8	94.9	86.2	98.3	100.0
HtGene2922	6651	27.9	6651	6627	0	0	293	0	3692	385	0	684	1945	6651	555	552	0	5323	0	49.4	49.4	85.2	0	89.3	0	61.3	82.6	0	83.2	66.5	49.3	77.5	75.3	95.9	49.7	64.6
HtGene2928	948	28.1	948	911	0	0	0	0	419	0	0	0	254	929	0	0	0	732	0	100.0	99.9	0	0	0	0	97.5	100.0	0	0	99.4	98.9	100.0	100.0	100.0	100.0	0
HtGene2931	2481	31.0	2481	2481	0	0	0	0	2173	162	0	0	638	2481	0	0	0	1738	0	100.0	100.0	0	0	0	0	94.9	88.9	0	100.0	99.3	99.2	100.0	100.0	0	100.0	0
HtGene2938	2220	31.0	2220	2207	101	0	0	0	2125	878	0	426	290	2220	817	817	0	1710	0	50.5	50.5	80.5	0	87.6	0	51.1	67.6	0	74.5	78.7	52.3	74.4	73.4	0	50.9	0
HtGene2941	2058	30.7	2058	2024	941	0	812	314	1881	1318	269	1056	1126	2058	1079	1160	0	1634	0	100.0	100.0	95.5	0	94.2	100.0	93.7	86.9	100.0	93.1	99.0	99.1	91.7	89.8	0	99.4	0
HtGene2943	7995	34.0	7995	7995	1108	0	1319	326	6255	1566	60	1743	3058	7995	2483	3112	63	6966	0	45.3	45.3	74.4	95.2	71.0	83.2	51.0	71.7	90.8	68.9	58.0	45.4	63.3	61.7	79.6	45.8	95.4
HtGene2950	2841	27.2	2817	2820	59	0	59	0	1929	97	59	59	423	2693	59	59	0	2261	0	47.6	47.5	50.8	0	50.8	0	53.8	77.7	54.2	50.8	73.8	48.3	77.5	77.2	0	49.4	0
HtGene2952	2346	31.5	2346	2346	0	0	283	0	1927	1317	267	376	1369	2346	319	370	0	2124	0	51.2	51.2	87.1	0	87.6	0	53.1	63.5	89.9	81.8	59.3	51.7	78.2	68.9	0	49.1	0
HtGene2953	1614	26.5	1614	1614	0	0	0	0	1230	0	0	0	204	1614	0	0	0	1335	0	54.4	54.4	0	0	0	0	60.3	0	83.0	0	79.1	53.3	0	80.8	0	53.5	0
HtGene2958	525	34.3	525	525	522	0	516	462	525	525	434	525	0	525	525	525	0	473	0	51.0	51.0	49.5	0	49.9	52.7	49.1	49.7	49.6	49.7	65.8	50.9	51.0	51.0	0	50.3	68.2
HtGene2960	1623	30.7	1623	1623	0	0	0	0	1409	120	0	0	533	1623	227	184	0	1323	0	48.2	48.2	0	0	81.1	0	52.1	68.7	0	77.7	59.6	48.7	62.6	70.7	0	49.4	0
HtGene2978	4020	33.7	4020	4020	514	0	770	0	3893	1517	0	1143	1268	4020	1913	1975	322	3596	0	49.7	49.7	75.8	87.1	81.2	87.5	49.9	68.4	82.4	71.9	68.7	49.8	62.0	65.8	89.1	50.0	0
HtGene2980	2553	26.5	2553	2495	0	0	129	0	2323	290	0	494	251	2553	709	936	0	1934	0	100.0	100.0	100.0	0	100.0	100.0	95.7	88.9	100.0	99.4	99.1	99.1	92.0	94.3	0	98.7	0
HtGene2981	1194	32.6	1194	1194	0	0	260	0	1194	261	0	415	156	1194	297	349	0	983	0	49.7	49.7	69.1	0	73.6	0	48.7	64.6	0	64.4	83.3	50.2	58.7	57.7	0	49.8	0
HtGene2985	1290	27.5	1290	1290	200	0	533	0	1277	720	238	748	469	1277	607	578	0	1150	0	52.9	52.9	77.4	0	69.6	0	52.1	57.2	81.2	57.7	64.0	52.6	72.8	64.4	0	53.4	0
HtGene2986	1539	29.7	1536	1539	405	0	546	227	959	282	271	726	222	1539	800	799	290	1005	0	100.0	100.0	96.1	99.1	93.7	95.5	95.7	85.1	100.0	94.8	99.6	98.8	92.0	93.4	89.1	99.9	0
HtGene2993	741	34.1	741	741	0	0	0	0	687	270	0	0	134	741	0	0	0	741	0	100.0	100.0	0	0	0	0	95.6	97.4	0	99.4	98.7	98.8	0	100.0	0	100.0	0
HtGene3000	1569	31.3	1569	1569	0	0	0	0	1544	0	0	0	1020	1569	0	0	107	1353	0	100.0	100.0	99.0	0	0	0	95.3	100.0	0	0	99.6	99.3	99.1	100.0	100.0	100.0	0
HtGene3002	1254	21.9	1104	906	0	0	0	0	685	241	0	0	0	970	0	182	0	494	0	100.0	100.0	100.0	0	0	0	94.8	90.2	0	100.0	99.7	98.9	100.0	97.7	100.0	98.3	0
HtGene3008	1416	25.8	1415	1416	0	0	0	0	893	234	0	0	183	1416	0	0	0	834	0	52.2	52.1	0	0	0	0	61.6	82.1	0	0	65.8	52.7	0	86.9	93.8	50.6	0
HtGene3013	2283	26.8	2283	2281	0	0	0	0	1615	108	0	0	627	2283	0	0	0	1716	0	50.9	50.9	80.1	0	73.1	0	58.4	80.1	0	0	61.3	50.7	85.4	68.1	87.5	50.7	0
HtGene3014	999	29.8	999	913	0	0	0	0	814	0	0	0	646	913	0	0	0	846	0	48.2	49.1	0	0	0	0	49.5	0	0	71.5	48.6	49.0	71.6	69.5	0	49.5	0
HtGene3016	4608	26.5	4608	4607	661	0	177	0	2867	349	0	726	1264	4597	954	958	0	3012	0	50.4	50.4	75.8	0	88.3	86.0	56.5	80.0	86.3	69.7	69.3	50.9	74.9	72.3	0	50.7	0
HtGene3024	648	32.1	648	648	0	0	150	0	647	143	0	209	188	648	0	112	0	534	0	100.0	100.0	0	0	100.0	0	94.8	85.2	0	100.0	98.5	98.5	100.0	100.0	0	98.8	0
HtGene3027	1029	32.4	1029	1029	291	0	331	0	1019	442	278	413	543	1029	304	430	0	891	0	100.0	100.0	96.2	0	98.3	100.0	94.0	89.3	98.1	92.9	98.8	99.1	97.1	94.2	0	99.0	100.0
HtGene3032	2358	27.5	2358	2358	0	0	0	0	1034	39	0	0	783	2358	0	0	0	2000	0	50.8	50.8	0	0	0	0	66.7	87.0	0	0	72.6	50.9	89.0	88.2	0	49.5	0
HtGene3033	2079	24.9	2079	2079	0	0	0	0	1455	127	0	0	930	2076	0	0	0	1632	0	54.6	54.6	0	0	0	0	60.0	85.0	0	0	67.2	54.9	85.0	87.3	0	53.7	0
HtGene3035	2034	27.7	2032	1956	0	0	346	0	1491	258	0	456	313	1906	492	563	0	1453	0	49.5	49.6	66.7	87.1	82.8	81.4	56.8	70.1	0	78.5	69.0	49.0	70.3	72.2	0	52.2	0
HtGene3043	1113	31.3	1113	1113	432	0	508	0	1112	723	0	524	96	1113	543	560	0	1019	0	51.6	51.6	71.2	0	62.6	81.7	50.9	57.9	0	66.5	64.8	51.1	60.8	54.0	79.8	49.7	0
HtGene3044	1980	27.6	1979	1980	0	0	0	0	1663	263	0	0	545	1980	0	0	0	1536	0	100.0	100.0	0	0	0	0	95.7	86.8	0	0	99.3	98.7	0	0	0	99.8	0
HtGene3051	1896	35.2	1896	1896	958	0	797	100	1896	1378	494	892	1211	1896	1350	1374	5	1649	0	50.8	50.5	63.8	80.7	67.0	76.6	49.6	58.2	73.9	67.7	62.2	50.7	58.7	59.3	80.0	51.0	0
HtGene3053	1635	23.5	1635	1635	0	0	0	0	952	0	0	0	0	1620	0	0	0	1240	0	51.7	51.7	0	0	0	0	61.4	0	0	0	68.1	51.6	88.1	86.7	0	55.2	0
HtGene3066	1437	32.2	1437	1437	879	0	1027	538	1437	556	280	1316	447	1437	1182	1143	0	1281	0	52.3	52.3	63.9	0	50.9	57.4	50.2	67.9	70.3	51.7	71.9	51.8	51.5	51.5	0	51.3	76.5
HtGene3080	1002	29.5	1002	953	0	0	0	0	905	288	0	0	0	905	312	336	0	643	0	100.0	100.0	0	0	0	0	94.6	87.1	0	0	100.0	99.1	97.2	100.0	0	99.4	0
HtGene3084	3444	27.9	3442	3271	678	155	993	0	2778	2677	0	1281	1470	3299	1873	1898	348	2770	0	99.9	100.0	98.9	100.0	97.8	100.0	95.2	89.0	100.0	94.2	99.6	99.5	93.0	92.8	91.2	99.3	100.0
HtGene3087	4575	32.3	4575	4575	660	102	1056	112	3710	1450	347	1408	2907	4575	1559	1413	0	3144	0	100.0	100.0	95.9	100.0	96.3	100.0	95.4	88.9	98.1	95.5	99.0	99.0	94.6	93.5	0	99.8	100.0
HtGene3089	561	33.0	561	561	311	0	109	179	525	273	0	336	126	561	420	420	0	481	0	100.0	100.0	92.6	100.0	100.0	100.0	97.0	86.9	0	97.9	99.8	99.8	91.4	93.9	93.5	99.4	0
HtGene3093	684	29.4	684	684	446	0	452	202	684	332	45	526	0	684	522	557	0	605	0	100.0	100.0	99.8	99.7	96.9	98.4	95.3	89.6	100.0	92.1	99.7	99.7	92.7	94.7	0	98.8	0
HtGene3097	7155	32.4	7155	6811	195	0	866	0	5164	854	0	1175	2028	7035	1649	1575	47	4927	0	100.0	99.9	98.9	100.0	97.1	100.0	95.4	91.6	100.0	96.3	99.0	99.0	95.9	96.8	98.8	99.1	0
HtGene3098	1182	26.9	1182	1182	0	0	231	0	1182	205	0	144	742	1182	263	263	0	989	0	100.0	100.0	100.0	0	93.5	0	93.9	83.7	0	97.0	99.4	99.3	93.4	100.0	0	99.1	0
HtGene3099	1488	27.5	1484	1488	0	0	0	0	1091	0	0	0	439	1488	144	77	0	1356	0	50.3	50.2	49.4	81.5	0	0	57.7	82.7	0	0	67.2	50.9	79.9	64.9	80.3	50.1	0
HtGene3103	1437	29.1	1437	1406	0	0	0	0	1096	507	0	0	546	1437	352	459	0	1021	0	48.9	49.3	0	0	0	0	56.5	68.9	0	0	70.9	49.3	75.7	74.6	0	50.9	0
HtGene3104	3192	28.6	3192	3192	385	0	314	127	2747	229	0	419	817	3117	919	1112	109	2375	0	99.9	99.9	95.6	0	97.6	95.3	96.6	92.3	100.0	95.8	98.9	98.5	96.6	96.0	100.0	99.7	0
HtGene3105	1095	30.8	1095	1047	0	0	0	0	1047	290	0	0	682	1095	0	0	0	979	0	52.4	52.3	0	0	86.2	0	52.8	69.8	0	84.5	60.5	52.4	0	86.2	77.7	52.8	0
HtGene3114	5709	29.4	5644	5591	153	0	305	0	4561	1001	216	502	1788	5566	817	1056	86	4810	0	99.9	100.0	100.0	0	94.8	97.5	94.9	88.0	99.1	96.8	98.6	98.7	97.3	96.6	91.9	99.9	95.3
HtGene3115	3192	28.5	3192	3192	280	0	454	0	2503	612	243	666	332	3192	878	1017	27	2800	0	52.0	52.0	80.0	0	82.5	0	56.3	80.0	85.3	79.9	65.5	51.5	75.7	71.1	96.3	52.7	0
HtGene3118	1131	29.7	1131	1131	0	0	0	0	867	0	0	0	771	1131	0	0	0	1026	0	100.0	100.0	0	100.0	100.0	0	94.0	0	0	0	99.6	99.2	100.0	100.0	0	100.0	0
HtGene3125	612	37.6	612	612	0	0	0	0	612	0	0	0	153	612	0	0	0	514	0	100.0	100.0	0	0	0	0	93.8	0	0	0	99.4	99.3	100.0	100.0	0	99.8	0
HtGene3132	604	24.5	604	589	0	0	0	0	578	0	0	106	0	604	168	175	0	395	0	100.0	100.0	0	0	100.0	0	95.0	0	0	100.0	0	99.3	98.0	100.0	0	98.9	0
HtGene3156	990	32.8	990	990	0	0	0	0	584	231	0	0	12	990	0	0	0	862	0	38.2	38.2	0	0	0	0	52.8	61.1	0	0	55.7	38.9	0	71.4	0	38.0	0
HtGene3169	2979	28.9	2975	2979	0	0	0	0	110	73	0	0	368	2979	157	118	141	2290	0	51.5	51.3	93.4	92.7	0	89.8	89.2	90.6	0	0	75.9	51.5	89.0	87.3	89.8	51.4	93.3
HtGene3172	2793	30.4	2793	2793	620	0	646	178	2532	386	395	737	595	2793	830	931	0	2105	0	99.9	100.0	99.1	100.0	96.2	100.0	95.4	92.0	99.5	97.3	98.7	98.7	96.5	94.6	100.0	98.8	0
HtGene3182	2826	20.5	2610	1700	0	0	0	0	623	295	0	0	0	1913	0	0	137	981	0	99.7	99.9	0	100.0	0	0	98.4	95.7	100.0	0	99.5	98.6	100.0	100.0	100.0	99.6	0
HtGene3205	5007	28.2	5007	4855	246	0	138	0	3618	200	0	307	1252	4853	489	591	0	4123	0	48.0	48.3	72.0	0	87.6	0	52.3	77.7	0	78.3	66.4	48.2	67.7	62.2	51.7	48.1	0
HtGene3206	2868	25.6	2868	2801	347	0	255	0	1789	419	181	680	631	2371	417	577	0	1969	0	50.5	50.5	67.8	0	85.9	0	61.0	73.1	92.3	72.9	62.7	51.9	71.2	72.1	0	52.7	0
HtGene3208	4554	32.9	4554	4523	0	148	0	0	2547	785	0	136	981	4506	243	265	75	3230	0	100.0	100.0	0	100.0	0	0	95.6	92.1	0	100.0	99.3	99.0	100.0	96.6	98.4	99.6	0
HtGene3212	1092	27.0	1092	1091	0	0	0	0	900	0	0	0	184	1091	0	0	0	833	0	48.9	48.9	0	0	0	0	53.8	0	0	0	67.7	48.8	0	92.3	0	49.1	0
HtGene3214	777	54.3	753	777	710	352	696	575	722	663	579	710	759	777	713	715	290	659	249	98.5	99.9	95.8	97.0	97.4	99.0	98.3	92.8	97.5	96.2	97.9	98.6	96.0	96.4	90.6	98.9	95.6
HtGene3215	468	49.6	455	468	468	288	397	395	459	410	404	468	398	468	468	468	123	455	135	44.8	45.7	43.4	46.0	44.0	45.3	46.0	45.3	43.6	43.2	44.3	44.7	43.4	43.8	52.6	44.4	45.8
HtGene3216	1380	33.1	1379	1380	0	0	0	0	1380	709	0	33	173	1380	0	0	46	1086	0	100.0	100.0	100.0	100.0	0	0	93.8	87.4	0	100.0	99.3	99.5	100.0	100.0	95.8	99.4	0
HtGene3218	6603	25.3	6603	6507	0	0	0	0	3367	350	0	0	1921	6052	339	598	0	4237	0	49.7	49.7	0	0	0	0	67.4	88.1	0	93.2	68.6	50.9	90.4	85.9	93.3	52.7	89.7
HtGene3227	1506	30.0	1506	1506	337	177	415	0	1506	479	0	659	618	1506	634	674	0	1342	0	48.5	48.5	79.0	84.3	71.6	0	48.4	74.2	0	66.1	56.4	48.5	62.2	63.9	88.6	49.0	0
HtGene3249	1377	21.6	1362	1218	0	0	0	0	602	0	0	0	0	1195	0	0	0	446	0	51.0	50.7	0	0	0	0	59.2	86.4	0	0	72.5	53.4	57.3	58.2	0	55.3	0
HtGene3259	2811	29.1	2811	2811	677	0	775	170	2673	1058	0	1205	1029	2811	1019	916	0	2282	0	100.0	100.0	98.8	0	96.6	98.7	95.2	86.6	100.0	93.9	99.4	99.4	93.4	92.9	0	99.3	0
HtGene3262	3288	28.0	3288	3205	901	128	1071	132	2025	812	506	1322	719	3288	1263	1718	51	2317	0	46.3	46.3	53.9	69.0	52.8	69.5	53.3	63.3	65.1	52.0	55.0	46.0	53.8	53.3	74.5	46.8	48.0
HtGene3264	951	32.9	951	951	0	0	0	0	0	0	0	0	281	951	0	0	0	890	0	52.2	52.2	0	0	0	0	84.8	0	0	0	71.5	51.7	92.6	87.4	0	52.1	90.8
HtGene3270	4587	32.0	4563	4393	539	0	398	0	2148	404	0	774	881	4320	1003	1033	0	3273	0	100.0	99.9	97.1	0	98.3	100.0	96.7	85.0	100.0	96.1	98.7	99.0	96.6	95.5	100.0	99.4	0
HtGene3273	5598	26.5	5594	5425	283	0	400	0	3033	579	212	538	128	5432	662	654	406	3278	0	99.9	99.9	100.0	98.5	94.5	100.0	96.5	95.4	100.0	97.1	98.9	98.5	96.5	97.8	99.4	99.8	0
HtGene3275	2235	31.0	2235	2235	0	0	0	0	1760	293	0	248	913	2235	0	0	0	1927	0	48.8	48.9	0	0	83.7	0	55.8	79.8	0	77.5	61.2	48.3	75.8	76.9	0	48.8	0
HtGene3280	2487	31.4	2487	2487	245	0	266	0	2077	644	159	425	490	2487	509	542	228	1637	0	100.0	100.0	97.1	100.0	95.1	96.9	95.1	90.3	96.1	95.3	99.3	98.9	93.5	90.5	88.3	99.5	0
HtGene3285	3951	27.1	3940	3951	202	0	328	182	3113	0	171	472	1511	3919	522	827	0	2586	0	50.1	50.1	81.7	0	77.9	83.9	54.5	86.4	83.2	75.4	61.7	50.1	69.8	66.5	0	51.1	0
HtGene3292	5235	23.2	5197	4844	355	0	454	0	2623	69	218	632	935	4843	757	997	0	3102	0	51.1	51.7	79.2	0	75.1	0	63.3	87.7	71.2	72.7	68.0	51.1	74.8	70.6	87.7	53.5	0
HtGene3299	2016	29.2	2011	2013	0	0	0	0	1166	400	0	301	198	2013	0	0	69	1349	0	100.0	99.9	0	100.0	100.0	0	95.3	93.7	0	100.0	98.1	99.0	100.0	100.0	100.0	100.0	0
HtGene3300	2316	31.4	2316	2252	273	0	797	213	2015	1245	0	1004	476	2316	1319	1282	0	1478	0	100.0	100.0	98.7	0	98.6	91.8	95.3	87.5	100.0	93.7	99.0	98.9	95.5	97.1	92.3	98.9	0
HtGene3301	498	30.9	498	498	0	0	0	0	432	0	0	0	0	498	0	0	0	483	0	51.4	51.4	0	0	0	0	50.8	45.8	0	0	55.9	51.6	0	42.9	0	51.1	0
HtGene3302	8075	25.1	8074	7877	1320	248	777	285	7262	1618	161	1747	1813	8005	2714	2745	0	7061	0	53.0	53.1	78.7	89.9	80.8	84.8	53.0	73.7	83.9	74.2	76.0	52.6	71.9	72.6	91.1	53.0	0
HtGene3305	1374	28.3	1374	1374	341	160	442	0	1374	589	227	880	619	1374	915	984	0	1217	0	100.0	100.0	97.3	99.0	99.0	0	94.9	86.0	92.2	97.9	99.0	99.2	94.3	97.1	0	100.0	0
HtGene3325	447	36.7	447	447	165	0	165	0	447	165	0	165	235	447	165	165	0	421	0	44.7	44.7	41.8	0	51.6	44.4	43.8	40.6	50.8	44.2	48.6	44.7	41.8	41.8	0	44.2	0
HtGene3326	4578	32.2	4578	4578	2671	661	2646	1059	4376	2950	1855	3173	691	4575	3258	3349	184	3745	192	100.0	100.0	96.1	98.9	98.6	99.2	95.3	90.0	97.7	93.3	99.6	99.5	91.7	91.9	91.8	98.9	100.0
HtGene3331	822	32.0	820	672	0	0	0	0	620	0	0	0	0	672	0	0	0	638	0	100.0	100.0	0	98.1	0	0	95.2	100.0	0	0	99.7	99.3	0	100.0	100.0	100.0	0
HtGene3332	1518	29.3	1518	1500	802	0	1216	496	1418	1030	521	1290	57	1518	1277	1296	245	1269	258	48.7	48.7	57.3	84.9	52.0	71.9	49.4	60.8	58.9	52.0	64.7	48.3	53.1	51.4	72.2	48.6	79.9
HtGene3336	9349	33.9	9349	9349	815	0	876	0	7072	1644	414	998	3252	9349	1545	1937	219	7500	0	100.0	100.0	98.7	99.4	98.1	100.0	94.9	88.7	96.1	94.8	99.0	98.9	95.3	97.4	93.9	99.3	100.0
HtGene3342	3147	27.6	3147	3147	552	0	606	210	2820	508	181	652	858	3147	1229	1402	0	2335	0	100.0	100.0	97.6	0	95.1	100.0	95.3	87.0	100.0	99.1	98.5	98.5	95.4	95.9	0	99.6	0
HtGene3346	3420	26.5	3420	3420	0	0	0	284	1687	67	0	0	972	3410	253	614	40	2994	0	47.6	47.6	0	90.9	0	89.6	62.2	92.3	89.0	0	67.4	47.5	78.4	80.8	94.2	47.7	0
HtGene3358	2991	27.7	2980	2989	0	0	0	0	1339	54	0	0	879	2991	0	0	0	1756	0	48.0	48.2	0	0	0	0	62.1	84.8	0	0	57.6	49.6	90.3	0	0	48.8	0
HtGene3375	813	25.1	813	813	0	0	0	0	640	0	0	0	330	813	0	0	0	562	0	52.4	52.4	0	0	0	0	54.7	0	0	0	75.5	51.2	0	78.7	0	53.4	0
HtGene3379	1371	34.9	1368	1371	0	0	0	0	0	85	0	0	57	1212	0	16	0	804	0	99.9	99.9	0	0	0	0	0	89.7	0	0	99.8	97.2	100.0	100.0	0	100.0	100.0
HtGene3380	1284	30.4	1282	1284	0	0	0	0	843	0	0	0	320	1221	169	142	0	1205	0	46.4	46.4	88.2	78.2	0	0	57.3	0	0	84.0	62.8	47.7	68.4	69.8	0	46.8	0
HtGene3396	3750	25.8	3682	3582	0	0	0	0	2255	0	0	0	565	3269	0	156	0	2590	0	52.2	52.3	0	0	0	0	54.6	91.2	0	0	69.5	54.3	85.3	86.1	0	53.8	0
HtGene3400	768	34.4	768	768	0	0	0	0	699	401	0	112	510	768	301	54	0	723	0	48.7	48.7	0	0	0	0	47.3	63.4	0	76.4	60.3	49.9	73.2	71.2	0	49.2	0
HtGene3405	1575	28.3	1575	1575	0	0	0	0	918	0	0	0	735	1575	177	0	0	930	0	41.9	41.9	79.1	81.6	0	0	50.8	85.7	0	0	55.2	41.8	87.0	83.6	75.8	42.6	0
HtGene3408	618	27.8	618	582	135	0	290	0	516	316	0	446	162	562	508	516	136	447	0	100.0	100.0	100.0	0	97.8	100.0	94.3	87.0	0	92.7	99.4	99.8	90.7	90.7	94.1	100.0	0
HtGene3415	639	25.0	638	585	0	0	0	0	294	0	0	0	0	531	0	0	0	425	0	99.7	99.8	0	0	0	0	100.0	100.0	0	0	0	98.8	0	0	0	99.3	0
HtGene3416	2076	30.8	2064	2033	0	0	0	0	761	347	0	194	481	2076	169	261	0	1698	0	100.0	100.0	100.0	0	0	0	96.4	88.7	0	99.1	98.6	98.7	99.6	98.3	0	99.7	0
HtGene3430	6042	33.9	6042	6042	1470	0	1331	301	5754	1332	715	1931	2150	6042	2155	2141	0	5492	0	49.3	49.3	74.6	96.2	76.4	85.5	51.0	77.1	84.7	74.1	65.1	49.8	72.6	72.7	0	50.4	0
