																																																		
#Gene_Name	Gene_Length	%GC_ref	102-11C_S3_L001_length	126-11c_S9_L001_length	1ES86798_S2_L001_length	1EV02973_S11_L001_length	1EV02981_S8_L001_length	2KK58589_S7_L001_length	2KR049010_S2_L001_length	512022_S1_L001_length	BL37577_S10_L001_length	BL37590_S4_L001_length	C00413_S5_L001_length	C00434_S6_L001_length	CC50362-2_S1_L001_length	CC50362-3_S4_L001_length	IMIN44_S12_L001_length	ZL10_S3_L001_length	102-11C_S3_L001_identity	126-11c_S9_L001_identity	1ES86798_S2_L001_identity	1EV02973_S11_L001_identity	1EV02981_S8_L001_identity	2KK58589_S7_L001_identity	2KR049010_S2_L001_identity	512022_S1_L001_identity	BL37577_S10_L001_identity	BL37590_S4_L001_identity	C00413_S5_L001_identity	C00434_S6_L001_identity	CC50362-2_S1_L001_identity	CC50362-3_S4_L001_identity	IMIN44_S12_L001_identity	ZL10_S3_L001_identity	102-11C_S3_L001_coverage	126-11c_S9_L001_coverage	1ES86798_S2_L001_coverage	1EV02973_S11_L001_coverage	1EV02981_S8_L001_coverage	2KK58589_S7_L001_coverage	2KR049010_S2_L001_coverage	512022_S1_L001_coverage	BL37577_S10_L001_coverage	BL37590_S4_L001_coverage	C00413_S5_L001_coverage	C00434_S6_L001_coverage	CC50362-2_S1_L001_coverage	CC50362-3_S4_L001_coverage	IMIN44_S12_L001_coverage	ZL10_S3_L001_coverage
HtGene1291	2907	32.3	2907	2907	1858	137	2123	791	2887	808	1135	2395	1023	2907	2878	2887	0	0	100.0	100.0	67.6	62.9	79.2	44.8	93.6	47.3	65.6	79.1	46.3	99.2	89.1	89.4	0	0	100.0	100.0	63.9	4.7	73.0	27.2	99.3	27.8	39.0	82.4	35.2	100.0	99.0	99.3	0.0	0.0
HtGene1292	2307	27.1	2307	2072	325	0	337	223	1559	0	207	494	544	2180	619	601	0	0	99.9	96.4	82.8	0	47.3	31.5	76.3	0	25.5	53.7	56.4	93.8	68.0	57.4	0.0	0	100.0	89.8	14.1	0.0	14.6	9.7	67.6	0.0	9.0	21.4	23.6	94.5	26.8	26.1	0.0	0.0
HtGene1294	4170	32.1	4170	4170	729	54	873	78	3562	149	365	1106	708	4170	1298	1289	0	0	99.9	99.9	64.5	14.3	70.1	12.1	80.7	71.5	59.7	78.3	40.3	98.4	69.5	62.2	0	0.0	100.0	100.0	17.5	1.3	20.9	1.9	85.4	3.6	8.8	26.5	17.0	100.0	31.1	30.9	0.0	0.0
HtGene1296	2304	32.1	2304	2304	225	0	230	0	2301	0	43	553	1016	2304	561	761	209	162	100.0	100.0	40.3	0.0	37.6	0.0	91.4	0.0	53.1	32.8	51.6	98.9	40.2	56.5	89.7	51.4	100.0	100.0	9.8	0.0	10.0	0.0	99.9	0.0	1.9	24.0	44.1	100.0	24.3	33.0	9.1	7.0
HtGene1299	594	31.5	594	594	365	266	365	295	431	346	306	431	52	594	431	431	0	195	100.0	100.0	87.8	83.1	81.8	92.9	96.1	70.8	82.4	89.8	18.8	99.0	84.3	83.2	0.0	91.3	100.0	100.0	61.4	44.8	61.4	49.7	72.6	58.2	51.5	72.6	8.8	100.0	72.6	72.6	0.0	32.8
HtGene1302	618	32.2	618	618	277	0	306	0	601	0	107	306	263	618	334	331	0	0	99.8	100.0	71.3	0	87.3	0.0	88.0	0	41.6	87.3	71.4	98.7	87.4	51.9	0.0	0	100.0	100.0	44.8	0.0	49.5	0.0	97.2	0.0	17.3	49.5	42.6	100.0	54.0	53.6	0.0	0.0
HtGene1309	1254	31.6	1254	1254	174	130	0	0	1251	0	0	278	448	1254	460	403	0	0	100.0	100.0	53.1	87.8	0	0	90.5	0.0	0.0	53.6	56.7	98.9	48.4	48.2	0	0.0	100.0	100.0	13.9	10.4	0.0	0.0	99.8	0.0	0.0	22.2	35.7	100.0	36.7	32.1	0.0	0.0
HtGene1310	1371	26.9	1371	1288	222	0	93	0	872	369	0	386	0	1367	383	493	0	0	100.0	93.9	40.0	0.0	67.2	0.0	64.3	80.4	0	64.3	0.0	98.8	80.9	86.5	0	0	100.0	93.9	16.2	0.0	6.8	0.0	63.6	26.9	0.0	28.2	0.0	99.7	27.9	36.0	0.0	0.0
HtGene1314	1887	24.6	1887	1887	440	157	307	434	1369	415	247	514	164	1887	745	813	0	41	100.0	100.0	81.0	41.7	62.8	68.9	88.3	66.8	40.4	75.4	29.3	98.7	61.5	68.9	0	58.7	100.0	100.0	23.3	8.3	16.3	23.0	72.5	22.0	13.1	27.2	8.7	100.0	39.5	43.1	0.0	2.2
HtGene1316	543	24.5	543	543	0	0	0	0	531	0	0	0	0	543	0	0	0	0	100.0	100.0	0	0	0	0	91.0	0	0	0	0	99.3	0	0	0	0	100.0	100.0	0.0	0.0	0.0	0.0	97.8	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0
HtGene1319	3966	28.9	3966	3966	427	0	533	452	3923	488	380	842	1559	3966	2026	2245	0	0	99.9	99.9	28.2	0	58.3	65.3	90.6	41.2	54.4	57.5	53.3	99.1	71.8	67.1	0	0	100.0	100.0	10.8	0.0	13.4	11.4	98.9	12.3	9.6	21.2	39.3	100.0	51.1	56.6	0.0	0.0
HtGene1328	1308	34.8	1308	1308	922	212	881	386	1216	833	511	946	757	1308	1049	1165	0	0	100.0	100.0	78.6	29.6	83.3	89.6	91.2	72.1	50.1	87.3	80.9	99.0	76.9	84.3	0	0	100.0	100.0	70.5	16.2	67.4	29.5	93.0	63.7	39.1	72.3	57.9	100.0	80.2	89.1	0.0	0.0
HtGene1336	1317	24.8	1317	1317	69	36	0	69	1230	31	0	28	59	1317	69	225	56	58	99.8	99.8	90.8	57.1	0.0	95.7	87.8	37.8	0.0	10.8	19.7	98.2	13.8	71.3	100.0	18.2	100.0	100.0	5.2	2.7	0.0	5.2	93.4	2.4	0.0	2.1	4.5	100.0	5.2	17.1	4.3	4.4
HtGene1339	774	37.3	774	774	484	0	554	0	774	192	327	706	224	774	633	636	0	0	100.0	100.0	69.7	0	77.7	0.0	91.9	87.0	51.1	85.4	99.1	99.4	87.2	89.0	0	0	100.0	100.0	62.5	0.0	71.6	0.0	100.0	24.8	42.2	91.2	28.9	100.0	81.8	82.2	0.0	0.0
HtGene1344	1137	30.7	1137	1137	0	0	129	0	1051	0	0	0	209	1137	269	422	99	0	100.0	100.0	0	0	86.0	0	82.8	0	0	0.0	37.2	98.3	43.6	78.9	97.0	0	100.0	100.0	0.0	0.0	11.3	0.0	92.4	0.0	0.0	0.0	18.4	100.0	23.7	37.1	8.7	0.0
HtGene1350	2115	28.7	2115	2115	240	0	229	204	1294	0	0	697	327	2115	739	866	0	0	100.0	99.9	62.0	0	40.2	54.3	89.6	0	0	61.5	27.0	99.0	76.5	80.4	0	0	100.0	100.0	11.3	0.0	10.8	9.6	61.2	0.0	0.0	33.0	15.5	100.0	34.9	40.9	0.0	0.0
HtGene1351	2775	32.0	2775	2690	1358	125	830	125	2771	811	219	1564	174	2775	1825	1898	0	0	100.0	100.0	75.7	94.4	61.8	25.8	92.5	73.2	38.3	59.8	21.4	99.2	62.0	74.9	0	0	100.0	96.9	48.9	4.5	29.9	4.5	99.9	29.2	7.9	56.4	6.3	100.0	65.8	68.4	0.0	0.0
HtGene1356	2433	33.6	2433	2431	2411	263	2125	1384	2432	2192	1738	2400	1091	2432	2432	2432	166	0	100.0	99.9	89.7	34.5	82.8	69.6	94.5	84.4	67.3	88.4	59.9	99.1	90.3	90.2	39.4	0.0	100.0	99.9	99.1	10.8	87.3	56.9	100.0	90.1	71.4	98.6	44.8	100.0	100.0	100.0	6.8	0.0
HtGene1362	1518	28.7	1518	1462	694	213	856	83	1513	606	323	886	389	1518	1454	1499	71	31	100.0	97.1	61.2	90.6	79.6	72.3	93.7	48.2	41.7	74.5	43.8	99.2	84.5	87.0	97.2	16.2	100.0	96.3	45.7	14.0	56.4	5.5	99.7	39.9	21.3	58.4	25.6	100.0	95.8	98.7	4.7	2.0
HtGene1364	1761	27.8	1761	1752	0	0	0	0	1049	0	0	444	719	1761	436	620	0	0	99.7	99.2	0.0	0.0	0	0	61.6	0	0	58.7	96.9	98.6	52.2	57.1	0	0	100.0	99.5	0.0	0.0	0.0	0.0	59.6	0.0	0.0	25.2	40.8	100.0	24.8	35.2	0.0	0.0
HtGene1369	2303	23.4	2303	2178	130	0	114	0	1411	0	0	278	710	2060	720	775	0	0	100.0	97.8	73.9	0.0	38.3	0.0	70.8	0.0	0	39.9	60.9	91.7	57.0	66.7	0	0.0	100.0	94.6	5.6	0.0	5.0	0.0	61.3	0.0	0.0	12.1	30.8	89.4	31.3	33.7	0.0	0.0
HtGene1371	1347	38.2	1347	1347	993	234	951	592	1303	913	924	1050	460	1347	1050	1050	0	0	99.9	99.9	85.0	27.1	81.9	65.2	91.5	81.5	87.0	89.0	47.3	99.3	86.9	86.9	0	0	100.0	100.0	73.7	17.4	70.6	43.9	96.7	67.8	68.6	78.0	34.1	100.0	78.0	78.0	0.0	0.0
HtGene1384	2022	30.0	2022	2022	312	0	0	0	2022	0	172	311	575	2016	1016	954	0	0	100.0	100.0	50.6	0	0.0	0	89.9	0	89.0	78.1	67.1	98.3	69.0	53.5	0.0	0	100.0	100.0	15.4	0.0	0.0	0.0	100.0	0.0	8.5	15.4	28.4	99.7	50.2	47.2	0.0	0.0
HtGene1400	6051	28.8	6051	6050	356	98	269	362	2751	206	280	381	1270	5954	511	576	105	97	100.0	99.9	37.6	26.6	58.4	52.5	72.0	51.5	56.4	83.3	40.0	97.4	45.8	43.2	92.9	17.8	100.0	100.0	5.9	1.6	4.4	6.0	45.5	3.4	4.6	6.3	21.0	98.4	8.4	9.5	1.7	1.6
HtGene1401	1893	32.9	1893	1893	306	104	266	253	1350	105	65	224	826	1893	524	618	0	0	99.9	99.9	49.8	86.6	51.3	77.3	76.3	84.6	42.2	45.2	74.6	98.9	71.1	51.7	0	0.0	100.0	100.0	16.2	5.5	14.1	13.4	71.3	5.5	3.4	11.8	43.6	100.0	27.7	32.6	0.0	0.0
HtGene1407	714	29.0	714	714	194	0	0	0	714	0	0	367	73	714	387	474	0	0	100.0	100.0	85.9	0	0.0	0	92.2	0	0	70.2	18.7	98.7	71.4	84.6	0	0	100.0	100.0	27.2	0.0	0.0	0.0	100.0	0.0	0.0	51.4	10.2	100.0	54.2	66.4	0.0	0.0
HtGene1410	5130	26.5	5130	5099	0	0	0	0	3068	0	0	0	460	5130	26	21	0	0	100.0	99.4	0.0	0.0	0.0	0.0	78.6	0.0	0.0	0	17.5	98.7	3.4	2.4	0.0	0	100.0	99.4	0.0	0.0	0.0	0.0	59.8	0.0	0.0	0.0	9.0	100.0	0.5	0.4	0.0	0.0
HtGene1419	2715	26.6	2715	2715	442	0	507	0	2525	215	228	828	467	2715	856	943	0	0	100.0	100.0	58.5	0	78.3	0	85.6	55.5	51.5	59.6	43.9	99.0	57.6	64.5	0	0	100.0	100.0	16.3	0.0	18.7	0.0	93.0	7.9	8.4	30.5	17.2	100.0	31.5	34.7	0.0	0.0
HtGene1425	699	29.8	699	699	134	0	592	0	699	616	235	649	375	699	650	611	0	141	100.0	100.0	27.4	0	85.0	0.0	92.4	83.2	48.9	84.9	80.9	99.1	87.6	83.7	0	60.9	100.0	100.0	19.2	0.0	84.7	0.0	100.0	88.1	33.6	92.8	53.6	100.0	93.0	87.4	0.0	20.2
HtGene1437	741	37.4	741	741	654	0	305	138	711	562	138	528	366	741	692	681	0	0	99.9	99.9	81.7	0.0	41.8	33.8	90.1	85.2	28.4	65.4	85.2	99.3	87.7	87.7	0.0	0	100.0	100.0	88.3	0.0	41.2	18.6	96.0	75.8	18.6	71.3	49.4	100.0	93.4	91.9	0.0	0.0
HtGene1439	489	30.1	489	489	370	0	271	0	489	220	0	417	390	489	470	472	0	0	100.0	100.0	71.3	0	60.2	0.0	92.8	56.0	0.0	82.1	88.0	99.2	89.6	86.7	0	0	100.0	100.0	75.7	0.0	55.4	0.0	100.0	45.0	0.0	85.3	79.8	100.0	96.1	96.5	0.0	0.0
HtGene1445	921	26.2	921	921	228	0	135	0	909	0	0	342	77	921	367	502	0	0	100.0	99.9	72.5	0	75.8	0	90.4	0	0	69.5	16.9	99.1	69.9	92.8	0	0	100.0	100.0	24.8	0.0	14.7	0.0	98.7	0.0	0.0	37.1	8.4	100.0	39.8	54.5	0.0	0.0
HtGene1451	1752	26.7	1752	1752	0	0	0	0	1471	0	0	91	689	1752	0	0	0	0	100.0	100.0	0.0	0	0.0	0	81.6	0	0	64.5	57.8	98.5	0	0.0	0	0	100.0	100.0	0.0	0.0	0.0	0.0	84.0	0.0	0.0	5.2	39.3	100.0	0.0	0.0	0.0	0.0
HtGene1453	1623	34.0	1623	1623	482	299	352	144	1623	132	0	541	864	1623	809	786	0	29	100.0	100.0	59.2	83.9	64.2	91.0	90.9	15.4	0.0	58.4	78.7	99.0	56.5	74.9	0	100.0	100.0	100.0	29.7	18.4	21.7	8.9	100.0	8.1	0.0	33.3	53.2	100.0	49.8	48.4	0.0	1.8
HtGene1454	4248	30.6	4248	4248	74	66	106	74	1992	79	77	77	1319	4244	77	366	278	70	99.8	100.0	24.3	86.7	93.6	96.1	63.4	100.0	70.0	16.4	62.0	98.0	9.0	18.7	99.3	98.6	100.0	100.0	1.7	1.6	2.5	1.7	46.9	1.9	1.8	1.8	31.0	99.9	1.8	8.6	6.5	1.6
HtGene1456	2715	32.2	2715	2715	1378	0	1126	611	2482	1079	190	1612	1112	2713	2096	1947	0	0	100.0	100.0	75.2	0.0	66.7	43.3	89.5	60.6	22.3	73.0	75.9	98.7	79.4	75.7	0.0	0.0	100.0	100.0	50.8	0.0	41.5	22.5	91.4	39.7	7.0	59.4	41.0	99.9	77.2	71.7	0.0	0.0
HtGene1464	504	35.9	504	471	109	141	136	0	503	141	0	141	163	471	250	410	0	0	100.0	100.0	37.6	87.9	83.0	0.0	94.8	87.9	0.0	43.4	43.8	93.3	64.0	75.2	0	0	100.0	93.5	21.6	28.0	27.0	0.0	99.8	28.0	0.0	28.0	32.3	93.5	49.6	81.3	0.0	0.0
HtGene1465	873	32.0	873	873	160	0	164	0	828	0	0	217	694	873	216	216	0	0	100.0	100.0	64.8	0	86.0	0	88.5	0	0	51.7	99.4	99.5	86.2	86.2	0	0	100.0	100.0	18.3	0.0	18.8	0.0	94.8	0.0	0.0	24.9	79.5	100.0	24.7	24.7	0.0	0.0
HtGene1467	8022	30.9	8022	7728	60	25	0	51	3319	137	0	35	1582	7917	58	180	61	35	100.0	97.8	15.3	35.2	0.0	62.2	73.1	33.9	0.0	22.3	43.9	97.4	16.5	11.4	100.0	41.7	100.0	96.3	0.7	0.3	0.0	0.6	41.4	1.7	0.0	0.4	19.7	98.7	0.7	2.2	0.8	0.4
HtGene1474	3177	30.5	3177	3177	525	0	481	472	3177	150	589	1523	708	3177	2152	2247	0	0	100.0	100.0	31.9	0	41.1	46.7	91.5	43.3	64.0	58.3	62.2	99.0	67.0	67.1	0.0	0	100.0	100.0	16.5	0.0	15.1	14.9	100.0	4.7	18.5	47.9	22.3	100.0	67.7	70.7	0.0	0.0
HtGene1479	5856	28.0	5856	5775	623	0	336	0	5186	560	57	476	1095	5856	1428	1506	0	0	100.0	98.6	57.5	0.0	77.9	0	86.8	51.4	58.8	54.8	46.9	99.0	64.3	43.2	0	0.0	100.0	98.6	10.6	0.0	5.7	0.0	88.6	9.6	1.0	8.1	18.7	100.0	24.4	25.7	0.0	0.0
HtGene1480	501	33.3	500	275	0	0	137	0	358	118	116	152	0	399	118	118	0	0	99.8	54.9	0	0	78.9	0.0	88.8	42.7	69.1	84.9	0.0	96.4	60.8	32.5	0	0	99.8	54.9	0.0	0.0	27.3	0.0	71.5	23.6	23.2	30.3	0.0	79.6	23.6	23.6	0.0	0.0
HtGene1484	1377	31.1	1377	1377	613	0	643	198	1367	128	0	708	657	1377	738	739	0	0	100.0	100.0	80.0	0	79.7	30.0	88.8	35.7	0.0	84.0	63.5	98.8	77.8	78.1	0	0	100.0	100.0	44.5	0.0	46.7	14.4	99.3	9.3	0.0	51.4	47.7	100.0	53.6	53.7	0.0	0.0
HtGene1491	1248	35.0	1248	1108	241	0	182	19	1093	42	0	477	259	1137	486	592	0	0	99.8	88.8	41.2	0.0	71.8	12.5	86.2	45.2	0.0	61.9	63.9	89.5	53.6	71.0	0	0	100.0	88.8	19.3	0.0	14.6	1.5	87.6	3.4	0.0	38.2	20.8	91.1	38.9	47.4	0.0	0.0
HtGene1494	1230	30.6	1230	1230	741	0	822	0	1166	792	0	1030	448	1230	1163	1163	0	0	99.9	99.9	66.6	0	72.1	0.0	94.7	65.0	0	85.3	79.8	99.3	89.0	88.9	0	0	100.0	100.0	60.2	0.0	66.8	0.0	94.8	64.4	0.0	83.7	36.4	100.0	94.6	94.6	0.0	0.0
HtGene1496	8214	27.4	8214	8171	798	186	891	233	7820	947	278	1342	1998	8178	2514	3282	155	235	100.0	99.4	49.4	26.5	61.5	40.7	89.8	41.8	46.7	38.5	51.4	98.7	55.2	62.2	64.3	55.2	100.0	99.5	9.7	2.3	10.8	2.8	95.2	11.5	3.4	16.3	24.3	99.6	30.6	40.0	1.9	2.9
HtGene1498	1248	37.3	1248	1248	1245	269	1167	909	1248	1106	846	1248	847	1248	1248	1248	147	0	100.0	100.0	88.9	28.0	89.5	71.2	95.4	85.4	78.5	90.2	77.9	99.4	89.2	89.2	40.2	0.0	100.0	100.0	99.8	21.6	93.5	72.8	100.0	88.6	67.8	100.0	67.9	100.0	100.0	100.0	11.8	0.0
HtGene1500	4986	30.1	4986	4986	0	33	321	0	4058	0	0	537	1201	4981	945	1638	0	0	100.0	100.0	0.0	16.9	53.1	0.0	80.3	0.0	0	70.6	49.0	98.8	48.0	62.1	0.0	0	100.0	100.0	0.0	0.7	6.4	0.0	81.4	0.0	0.0	10.8	24.1	99.9	19.0	32.9	0.0	0.0
HtGene1501	5160	28.2	5160	5160	0	0	0	0	4297	0	0	219	2194	5046	324	178	0	0	99.9	100.0	0.0	0	0	0	82.6	0	0	16.5	70.3	97.5	31.5	16.2	0	0	100.0	100.0	0.0	0.0	0.0	0.0	83.3	0.0	0.0	4.2	42.5	97.8	6.3	3.4	0.0	0.0
HtGene1505	1206	33.9	1206	1206	860	0	833	120	1206	726	290	1016	283	1206	1206	1206	0	0	100.0	100.0	65.6	0	72.6	14.9	92.7	70.7	36.2	79.7	47.6	99.2	86.1	86.2	0	0	100.0	100.0	71.3	0.0	69.1	10.0	100.0	60.2	24.0	84.2	23.5	100.0	100.0	100.0	0.0	0.0
HtGene1507	3063	30.7	3063	2996	866	153	860	90	2658	975	439	1062	603	3063	1133	1222	0	0	100.0	97.8	64.7	28.3	73.3	15.8	84.0	68.3	59.7	76.2	31.6	99.2	86.2	64.6	0	0	100.0	97.8	28.3	5.0	28.1	2.9	86.8	31.8	14.3	34.7	19.7	100.0	37.0	39.9	0.0	0.0
HtGene1508	6533	25.0	6533	6335	343	85	85	84	1958	344	94	248	1219	6269	505	515	0	0	99.9	97.1	43.6	42.1	42.3	36.4	66.7	45.9	62.5	61.7	58.5	95.1	41.0	43.2	0.0	0.0	100.0	97.0	5.3	1.3	1.3	1.3	30.0	5.3	1.4	3.8	18.7	96.0	7.7	7.9	0.0	0.0
HtGene1519	657	36.4	657	657	540	124	546	501	657	568	648	652	497	657	652	657	0	0	100.0	100.0	81.2	29.1	77.1	91.8	96.2	87.4	92.4	90.9	87.3	99.1	90.9	91.3	0	0	100.0	100.0	82.2	18.9	83.1	76.3	100.0	86.5	98.6	99.2	75.6	100.0	99.2	100.0	0.0	0.0
HtGene1524	1131	28.6	1131	1131	0	0	185	0	1007	0	0	435	76	1131	767	795	0	0	100.0	100.0	0.0	0	21.9	0.0	87.2	0	0.0	61.2	14.5	98.7	82.4	69.7	0	0	100.0	100.0	0.0	0.0	16.4	0.0	89.0	0.0	0.0	38.5	6.7	100.0	67.8	70.3	0.0	0.0
HtGene1525	1479	26.9	1479	1455	556	69	844	236	1446	460	49	1236	382	1454	1330	1390	0	81	99.9	98.3	56.6	87.3	70.1	40.7	92.8	78.7	16.8	81.6	62.5	97.6	83.5	87.4	0.0	94.2	100.0	98.4	37.6	4.7	57.1	16.0	97.8	31.1	3.3	83.6	25.8	98.3	89.9	94.0	0.0	5.5
HtGene1534	2262	29.2	2262	2253	736	0	688	72	1931	184	462	1302	664	2006	1529	1733	0	28	100.0	99.6	53.3	0.0	52.8	30.4	90.4	33.9	60.7	74.7	65.2	90.0	74.3	84.1	0.0	100.0	100.0	99.6	32.5	0.0	30.4	3.2	85.4	8.1	20.4	57.6	29.4	88.7	67.6	76.6	0.0	1.2
HtGene1536	5286	29.5	5286	5286	204	59	394	229	3706	131	416	711	918	5259	799	1061	386	99	99.9	99.9	32.4	34.3	51.5	52.4	71.9	59.2	58.3	75.0	46.1	97.9	53.2	46.7	74.7	49.7	100.0	100.0	3.9	1.1	7.5	4.3	70.1	2.5	7.9	13.5	17.4	99.5	15.1	20.1	7.3	1.9
HtGene1540	7845	31.9	7845	7845	29	0	66	70	1618	0	60	58	3200	7745	203	382	0	149	100.0	99.9	30.9	0.0	46.6	49.0	63.9	0.0	27.5	23.1	56.3	96.2	19.0	32.9	0.0	31.7	100.0	100.0	0.4	0.0	0.8	0.9	20.6	0.0	0.8	0.7	40.8	98.7	2.6	4.9	0.0	1.9
HtGene1549	1758	34.6	1758	1758	1431	373	1587	312	1758	1066	1142	1598	1034	1758	1719	1715	393	161	100.0	100.0	76.3	48.2	89.6	29.9	94.1	68.6	80.0	84.4	60.2	99.5	87.2	87.8	70.9	53.4	100.0	100.0	81.4	21.2	90.3	17.7	100.0	60.6	65.0	90.9	58.8	100.0	97.8	97.6	22.4	9.2
HtGene1550	3396	33.8	3396	3390	0	0	0	0	2841	0	249	476	1454	3395	538	734	62	104	99.9	99.8	0.0	0	0.0	0.0	81.3	0.0	33.3	60.6	64.8	98.5	36.7	48.6	18.5	79.2	100.0	99.8	0.0	0.0	0.0	0.0	83.7	0.0	7.3	14.0	42.8	100.0	15.8	21.6	1.8	3.1
HtGene1554	2490	28.2	2490	2443	512	0	292	0	1750	219	0	623	1041	2472	938	1242	0	0	100.0	98.9	55.2	0	37.9	0	91.3	65.6	0.0	64.9	77.2	98.0	63.5	70.4	0	0	100.0	98.1	20.6	0.0	11.7	0.0	70.3	8.8	0.0	25.0	41.8	99.3	37.7	49.9	0.0	0.0
HtGene1557	1672	25.7	1672	1563	0	0	0	0	1406	196	0	0	142	1672	387	387	0	0	100.0	93.5	0.0	0.0	0	0	85.4	81.3	0	0	28.0	99.0	37.0	40.8	0	0	100.0	93.5	0.0	0.0	0.0	0.0	84.1	11.7	0.0	0.0	8.5	100.0	23.1	23.1	0.0	0.0
HtGene1559	1347	31.6	1347	1347	204	0	223	0	1327	181	0	220	606	1347	364	410	0	0	100.0	100.0	39.1	0.0	88.8	0	89.5	29.3	0	76.3	64.0	99.2	83.3	47.2	0	0	100.0	100.0	15.1	0.0	16.6	0.0	98.5	13.4	0.0	16.3	45.0	100.0	27.0	30.4	0.0	0.0
HtGene1563	501	25.1	501	395	0	0	0	0	357	0	0	0	383	393	0	41	0	0	100.0	78.8	0	0	0	0.0	94.7	0	0	0	97.1	97.2	0	24.6	0	0	100.0	78.8	0.0	0.0	0.0	0.0	71.3	0.0	0.0	0.0	76.4	78.4	0.0	8.2	0.0	0.0
HtGene1572	588	31.1	588	588	178	0	172	0	588	212	0	261	169	588	261	261	0	0	100.0	100.0	88.2	0	88.4	0	94.4	70.1	0.0	88.9	59.4	99.5	39.1	41.5	0	0	100.0	100.0	30.3	0.0	29.3	0.0	100.0	36.1	0.0	44.4	28.7	100.0	44.4	44.4	0.0	0.0
HtGene1574	540	32.6	540	540	0	0	0	0	512	0	0	0	126	540	0	0	0	0	100.0	100.0	0	0	0	0	89.5	0	0	0	45.8	99.1	0.0	0.0	0	0	100.0	100.0	0.0	0.0	0.0	0.0	94.8	0.0	0.0	0.0	23.3	100.0	0.0	0.0	0.0	0.0
HtGene1577	513	32.4	513	489	246	116	358	0	513	300	0	265	0	513	273	426	0	0	100.0	95.3	77.7	51.8	73.1	0	92.4	66.7	0	81.9	0.0	99.8	58.6	86.5	0	0	100.0	95.3	48.0	22.6	69.8	0.0	100.0	58.5	0.0	51.7	0.0	100.0	53.2	83.0	0.0	0.0
HtGene1581	906	32.0	900	780	0	0	237	0	680	267	185	309	1	705	285	285	0	0	99.3	95.7	0.0	0.0	71.2	0.0	89.3	57.1	69.8	86.4	0.2	94.1	53.1	45.2	0	0	99.3	86.1	0.0	0.0	26.2	0.0	75.1	29.5	20.4	34.1	0.1	77.8	31.5	31.5	0.0	0.0
HtGene1582	3279	35.4	3279	3279	1449	28	1182	608	2672	640	481	1346	1500	3279	1558	1557	35	33	100.0	100.0	83.2	7.3	81.2	86.5	84.6	64.7	43.3	74.5	72.5	98.7	67.6	60.3	15.2	89.2	100.0	100.0	44.2	0.9	36.0	18.5	81.5	19.5	14.7	41.0	45.7	100.0	47.5	47.5	1.1	1.0
HtGene1585	1118	30.8	1117	1053	169	0	0	0	286	0	0	251	98	1117	286	339	0	4	99.9	96.8	85.8	0.0	0.0	0.0	46.8	0.0	0.0	66.8	31.6	98.5	45.1	59.6	0.0	3.1	99.9	94.2	15.1	0.0	0.0	0.0	25.6	0.0	0.0	22.5	8.8	99.9	25.6	30.3	0.0	0.4
HtGene1589	1374	36.2	1374	1374	921	197	1158	320	1374	819	737	1214	538	1374	1216	1216	0	0	100.0	100.0	67.7	58.3	89.0	57.4	93.3	79.1	77.0	79.0	54.5	99.5	82.5	88.5	0	0.0	100.0	100.0	67.0	14.3	84.3	23.3	100.0	59.6	53.6	88.4	39.2	100.0	88.5	88.5	0.0	0.0
HtGene1591	2613	25.3	2613	2499	672	0	713	0	2477	199	146	1042	546	2613	1400	1710	0	0	100.0	95.6	56.0	0	74.0	0	91.1	43.9	59.2	63.4	66.3	99.0	78.4	82.0	0.0	0	100.0	95.6	25.7	0.0	27.3	0.0	94.8	7.6	5.6	39.9	20.9	100.0	53.6	65.4	0.0	0.0
HtGene1595	1269	29.7	1257	1257	73	0	0	0	1086	101	113	105	382	1244	77	76	0	0	99.9	100.0	64.3	0.0	0	0.0	86.1	82.1	91.9	85.4	37.3	97.2	13.7	30.8	0.0	0.0	99.1	99.1	5.8	0.0	0.0	0.0	85.6	8.0	8.9	8.3	30.1	98.0	6.1	6.0	0.0	0.0
HtGene1603	1110	23.1	1110	1102	0	0	350	0	1110	206	289	350	0	1110	519	519	0	0	100.0	99.3	0.0	0	88.9	0	92.7	60.1	81.7	88.9	0.0	99.4	58.2	64.6	0	0	100.0	99.3	0.0	0.0	31.5	0.0	100.0	18.6	26.0	31.5	0.0	100.0	46.8	46.8	0.0	0.0
HtGene1607	5265	30.4	5265	5265	305	0	564	0	4511	367	190	839	2815	5265	498	520	175	0	100.0	100.0	78.1	0	79.7	0.0	87.9	34.5	47.3	60.5	72.6	98.7	29.8	22.3	40.8	0.0	100.0	100.0	5.8	0.0	10.7	0.0	85.7	7.0	3.6	15.9	53.5	100.0	9.5	9.9	3.3	0.0
HtGene1614	5940	24.4	5940	5940	330	0	178	0	1688	0	0	545	1669	5895	824	641	0	0	99.9	99.9	33.8	0	27.6	0	71.6	0	0.0	76.4	58.2	98.4	51.6	70.7	0	0	100.0	100.0	5.6	0.0	3.0	0.0	28.4	0.0	0.0	9.2	28.1	99.2	13.9	10.8	0.0	0.0
